1661942095.000000
1.000000
77.00
76.50
75.67
75.50
76.00
77.17
77.86
78.25
78.56
78.70
78.91
78.92
78.92
78.86
78.93
78.94
78.88
78.83
78.63
78.50
78.48
78.50
78.52
78.50
78.44
78.38
78.37
78.39
78.41
