Notes :


8/31/2022 1:53:02 PM
Volts
Ch : LED 2 (RED),Ch : LED 1 (IR),
35.741043E-3,62.019539E-3
35.735321E-3,62.036705E-3
35.778236E-3,62.067032E-3
35.704994E-3,62.070465E-3
35.726738E-3,62.017250E-3
35.714722E-3,62.061882E-3
35.724449E-3,62.110519E-3
35.717010E-3,62.149429E-3
35.766792E-3,62.162018E-3
35.802841E-3,62.214661E-3
35.790253E-3,62.259865E-3
35.848618E-3,62.251282E-3
35.857201E-3,62.277603E-3
35.807419E-3,62.276459E-3
35.791969E-3,62.293625E-3
35.789108E-3,62.310791E-3
35.823441E-3,62.368584E-3
35.862350E-3,62.370872E-3
35.851479E-3,62.397766E-3
35.850334E-3,62.429237E-3
35.868073E-3,62.460709E-3
35.861206E-3,62.421799E-3
35.884094E-3,62.436676E-3
35.868073E-3,62.457275E-3
35.919571E-3,62.456131E-3
35.881805E-3,62.490463E-3
35.881805E-3,62.480164E-3
35.882950E-3,62.519646E-3
35.924149E-3,62.516212E-3
35.928726E-3,62.584305E-3
35.921860E-3,62.602615E-3
35.921860E-3,62.632942E-3
35.926437E-3,62.651825E-3
35.949326E-3,62.608337E-3
35.919571E-3,62.616920E-3
35.920715E-3,62.613487E-3
35.912132E-3,62.590027E-3
35.924149E-3,62.655258E-3
35.952759E-3,62.663841E-3
35.965919E-3,62.681007E-3
35.984230E-3,62.695313E-3
35.972214E-3,62.700462E-3
35.991669E-3,62.690735E-3
35.952759E-3,62.661552E-3
35.946465E-3,62.713623E-3
35.953903E-3,62.684441E-3
35.938454E-3,62.706184E-3
35.995102E-3,62.695313E-3
35.943031E-3,62.743950E-3
35.950470E-3,62.768555E-3
35.999107E-3,62.773132E-3
35.990524E-3,62.741661E-3
35.990524E-3,62.759972E-3
35.977364E-3,62.741661E-3
35.996819E-3,62.736511E-3
35.969925E-3,62.753677E-3
35.936737E-3,62.750244E-3
35.978508E-3,62.759972E-3
36.006546E-3,62.805176E-3
35.988235E-3,62.840652E-3
36.009979E-3,62.838364E-3
35.991669E-3,62.830925E-3
36.013412E-3,62.848091E-3
35.951614E-3,62.827492E-3
36.002541E-3,62.809181E-3
35.965919E-3,62.828636E-3
35.975647E-3,62.852669E-3
35.996819E-3,62.856674E-3
36.046600E-3,62.894440E-3
36.019707E-3,62.897873E-3
36.053467E-3,62.953377E-3
36.031723E-3,62.943077E-3
36.036873E-3,62.994576E-3
36.048889E-3,62.985992E-3
36.036873E-3,62.976265E-3
36.034012E-3,62.976265E-3
36.040306E-3,63.007736E-3
36.043739E-3,63.012886E-3
36.092949E-3,63.064957E-3
36.087227E-3,63.091850E-3
36.110115E-3,63.114166E-3
36.122131E-3,63.133621E-3
36.117554E-3,63.199425E-3
36.124992E-3,63.156509E-3
36.186790E-3,63.132477E-3
36.119843E-3,63.154221E-3
36.153030E-3,63.201714E-3
36.143303E-3,63.182259E-3
36.158752E-3,63.281250E-3
36.151314E-3,63.278961E-3
36.184502E-3,63.327599E-3
36.177063E-3,63.333893E-3
36.234283E-3,63.336182E-3
36.165047E-3,63.315582E-3
36.180496E-3,63.341904E-3
36.182213E-3,63.388252E-3
36.218262E-3,63.385963E-3
36.206245E-3,63.397980E-3
36.234283E-3,63.471794E-3
36.234283E-3,63.512993E-3
36.277199E-3,63.542175E-3
36.258888E-3,63.549614E-3
36.273766E-3,63.566208E-3
36.274910E-3,63.549614E-3
36.288071E-3,63.541031E-3
36.278343E-3,63.605690E-3
36.281204E-3,63.617134E-3
36.313820E-3,63.642311E-3
36.330986E-3,63.711548E-3
36.333275E-3,63.735580E-3
36.362457E-3,63.729858E-3
36.350441E-3,63.774490E-3
36.383057E-3,63.793945E-3
36.324692E-3,63.791084E-3
36.350441E-3,63.753891E-3
36.365891E-3,63.793945E-3
36.328697E-3,63.842583E-3
36.379623E-3,63.874054E-3
36.436272E-3,63.880348E-3
36.393929E-3,63.907242E-3
36.427689E-3,63.953590E-3
36.411667E-3,63.927841E-3
36.421394E-3,63.990211E-3
36.432266E-3,63.989067E-3
36.426544E-3,63.990211E-3
36.410522E-3,64.010811E-3
36.404228E-3,64.046860E-3
36.449432E-3,64.050293E-3
36.462593E-3,64.109802E-3
36.465454E-3,64.131546E-3
36.475182E-3,64.120674E-3
36.475182E-3,64.144135E-3
36.505508E-3,64.156151E-3
36.518669E-3,64.168167E-3
36.524963E-3,64.170456E-3
36.465454E-3,64.180183E-3
36.492920E-3,64.185333E-3
36.490631E-3,64.246559E-3
36.530685E-3,64.288902E-3
36.540413E-3,64.313507E-3
36.573029E-3,64.353561E-3
36.581039E-3,64.388466E-3
36.574173E-3,64.383316E-3
36.544418E-3,64.379883E-3
36.592484E-3,64.369011E-3
36.544418E-3,64.373589E-3
36.575317E-3,64.348984E-3
36.567879E-3,64.405060E-3
36.555862E-3,64.449120E-3
36.603355E-3,64.486885E-3
36.594772E-3,64.518929E-3
36.603355E-3,64.522362E-3
36.618805E-3,64.522362E-3
36.589622E-3,64.502335E-3
36.609077E-3,64.541817E-3
36.600494E-3,64.541817E-3
36.586189E-3,64.522362E-3
36.592484E-3,64.565277E-3
36.632538E-3,64.617348E-3
36.639404E-3,64.636803E-3
36.664009E-3,64.633369E-3
36.674881E-3,64.704323E-3
36.695480E-3,64.694595E-3
36.661720E-3,64.705467E-3
36.683464E-3,64.716339E-3
36.629677E-3,64.695740E-3
36.660576E-3,64.712906E-3
36.677170E-3,64.740944E-3
36.688042E-3,64.744377E-3
36.692047E-3,64.810181E-3
36.727524E-3,64.788437E-3
36.720657E-3,64.823341E-3
36.758423E-3,64.850807E-3
36.741257E-3,64.803886E-3
36.721802E-3,64.818764E-3
36.705208E-3,64.817619E-3
36.681175E-3,64.835930E-3
36.722946E-3,64.849663E-3
36.763000E-3,64.912605E-3
