Notes :


8/31/2022 1:58:48 PM
Codes
Ch : LED 2 (RED),Ch : LED 1 (IR),
57459,96475
57440,96547
57476,96592
57474,96690
57546,96750
57609,96865
57630,97017
57639,97044
57734,97163
57749,97258
57745,97300
57764,97406
57743,97385
57760,97505
57800,97577
57888,97738
57939,97734
57956,97821
58005,97976
57995,98034
58005,98143
58035,98183
58067,98259
58031,98337
58145,98496
58172,98549
58178,98599
58200,98733
58280,98812
58336,98917
58393,98953
58344,99023
58370,99105
58414,99230
58432,99337
58490,99420
58507,99508
58570,99586
58619,99715
58623,99757
58640,99793
58638,99800
58653,99930
58691,99994
58739,100208
58758,100231
58786,100288
58894,100407
58892,100431
58890,100580
58926,100621
58980,100644
58941,100743
58930,100843
58941,100896
59070,100977
59089,101105
59072,101260
59140,101319
59245,101382
59218,101412
59227,101501
59210,101527
59218,101611
59266,101723
59313,101804
59340,101926
59421,101984
59385,102084
59462,102138
59489,102150
59474,102252
59491,102335
59445,102314
59584,102462
59541,102579
59594,102623
59645,102690
59707,102818
59630,102871
59709,102946
59692,102976
59752,103001
59735,103052
59804,103245
59808,103242
59831,103355
59846,103453
59920,103573
59952,103575
59961,103605
59957,103700
59982,103831
59978,103782
59993,103899
60025,103992
60083,104091
60089,104115
60193,104217
60174,104244
60176,104219
60147,104354
60170,104385
60223,104470
60259,104534
60287,104595
60272,104641
60323,104703
60390,104828
60341,104874
60345,104782
60317,104809
60392,104936
60345,104904
60398,104951
60360,104940
60460,105006
60488,105025
60477,104959
60428,104908
60347,104739
60310,104571
60208,104411
60098,104078
60033,103863
59927,103438
59789,103050
59645,102559
59398,102007
59266,101465
59016,100697
58782,99979
58572,99256
58206,98486
57982,97761
57773,97002
57466,96219
57176,95493
56924,94715
56587,93975
56369,93173
56073,92454
55770,91791
55508,91151
55309,90590
55160,90086
54951,89595
54867,89085
54704,88771
54533,88389
54384,87935
54272,87557
54107,87329
53997,87035
53919,86774
53891,86568
53802,86408
53720,86237
53726,86101
53688,85979
53607,85779
53514,85646
53494,85672
53411,85559
53477,85433
53413,85422
53400,85365
53419,85392
53432,85322
53368,85231
53383,85229
53383,85237
53434,85126
53307,85094
53345,85227
53385,85190
53373,85216
53402,85220
53422,85218
53417,85246
53345,85269
53426,85246
53402,85188
53356,85269
53432,85314
53441,85476
53483,85478
53504,85553
53514,85517
53556,85606
53500,85629
53584,85712
53588,85687
53563,85830
53599,85919
53627,85964
53720,86020
53707,86143
53752,86203
53838,86340
53812,86363
53861,86408
53829,86495
53868,86619
53963,86664
53963,86808
54036,86816
53987,86971
54105,87091
54132,87116
54102,87172
54173,87276
54204,87372
54230,87457
54333,87593
54337,87681
54382,87832
54390,87963
54503,88052
54501,88097
54552,88219
54492,88368
54548,88423
54592,88520
54636,88641
54714,88882
54814,89044
54840,89193
54962,89275
54955,89402
54972,89479
55055,89675
55034,89790
55102,89916
55199,90055
55279,90270
55326,90420
55371,90541
55457,90823
55453,90930
55550,91072
55614,91176
55680,91311
55694,91459
55783,91695
55836,91857
55904,91970
55990,92130
56098,92318
56056,92446
56088,92522
56188,92751
56209,92866
56211,92998
56306,93182
56403,93360
56408,93472
56490,93597
56630,93766
56630,93864
56615,93931
56642,94020
56674,94065
56659,94229
56742,94316
56813,94517
56883,94587
56866,94630
56968,94811
56934,94850
56985,94879
56983,94877
56964,94990
56971,94994
57034,95055
57026,95220
57182,95197
57137,95259
57150,95315
57173,95336
57135,95319
57201,95379
57165,95321
57165,95383
57129,95421
57152,95419
57178,95421
57197,95415
57173,95425
57167,95383
57110,95370
57120,95353
57076,95242
57061,95296
57093,95191
57088,95220
57069,95133
57078,95086
57088,95046
57011,95044
57019,94911
56979,94873
56956,94852
56879,94748
56937,94735
56958,94655
56956,94632
56835,94572
56864,94572
56841,94470
56780,94429
56755,94386
56744,94318
56698,94261
56738,94216
56740,94204
56721,94214
56751,94137
56638,94139
56691,94048
56649,93973
56649,93965
56649,93937
56585,93912
56572,93937
56598,93956
56664,93889
56636,93868
56647,93948
56653,93900
56572,93898
56557,93851
56659,93912
56572,93887
56623,93896
56617,93965
56600,94020
56649,94065
56700,94116
56668,94118
56655,94137
56655,94120
56702,94191
56674,94152
56691,94274
56725,94321
56746,94408
56803,94433
56820,94526
56854,94611
56869,94617
56864,94687
56886,94683
56847,94790
56932,94801
56964,94913
56956,94952
57103,95089
57116,95144
57041,95203
57148,95237
57118,95332
57101,95355
57120,95404
57214,95579
57305,95694
57318,95781
57340,95842
57326,95893
57374,95963
57372,95999
57432,96092
57419,96193
57440,96208
57517,96377
57510,96515
57534,96507
57565,96570
57630,96727
57632,96780
57709,96846
57658,96877
57668,97004
57722,97133
57764,97205
57777,97351
57853,97432
57941,97478
58001,97631
58003,97705
57950,97772
58005,97846
57988,97882
58048,97972
58084,98100
58126,98174
58143,98242
58208,98413
58189,98475
58338,98515
58240,98565
58287,98672
58299,98725
58299,98771
58333,98900
58458,98987
58436,99095
58481,99239
58502,99296
58538,99356
58526,99391
58513,99431
58528,99542
58630,99633
58594,99736
58655,99774
58777,99966
58756,99954
58769,100041
58767,100119
58794,100201
58805,100237
58814,100265
58865,100329
58913,100414
58987,100553
58968,100625
59074,100646
59033,100813
59065,100862
59080,100938
59074,100890
59059,100977
59144,101058
59133,101143
59172,101235
59178,101380
59212,101406
59281,101512
59289,101594
59330,101634
59330,101617
59387,101655
59357,101728
59353,101823
59423,101969
59455,101999
59474,102086
59539,102153
59502,102184
59522,102223
59518,102318
59510,102282
59537,102419
59579,102530
59628,102642
59639,102705
59633,102767
59766,102849
59787,102898
59850,102948
59777,102986
59724,103029
59793,103097
59812,103245
59799,103211
59865,103344
59927,103415
59897,103475
59948,103560
59991,103549
59967,103613
59982,103698
60012,103724
60046,103778
60077,103852
60052,103918
60132,103929
60183,104030
60168,104055
60115,104085
60128,104047
60087,104066
60123,104040
60070,104057
60142,104059
60077,103912
60091,103776
60012,103717
59910,103477
59910,103321
59728,102978
59671,102671
59462,102238
59381,101850
59326,101397
59019,100796
58920,100183
58655,99529
58404,98938
58187,98140
57899,97471
57645,96690
57361,95848
57080,95279
56852,94581
56630,93843
56340,93110
56128,92424
55885,91705
55567,91072
55337,90439
55113,89844
54917,89296
54842,88963
54651,88539
54505,88141
54407,87737
54204,87449
54132,87118
53999,86820
53889,86555
53791,86291
53663,86084
53697,85966
53601,85836
53597,85678
53527,85619
53516,85553
53520,85407
53413,85282
53366,85149
53377,85090
53358,85049
53315,85032
53271,85034
53322,84949
53313,84981
53368,85058
53279,84988
53360,84920
53326,84964
53279,84951
53275,84956
53351,85013
53381,85036
53332,85066
53419,85126
53415,85182
53356,85231
53430,85275
53441,85244
53434,85305
53422,85284
53502,85480
53561,85563
53580,85612
53569,85728
53671,85790
53661,85845
53720,85894
53709,86005
53783,86060
53771,86143
53836,86272
53900,86455
53951,86564
53957,86583
54044,86689
54066,86828
54100,86960
54064,87015
54071,87142
54160,87227
54241,87356
54272,87500
54348,87669
54441,87760
54446,87873
54463,88018
54533,88084
54560,88202
54567,88344
54674,88483
54716,88615
54719,88742
54846,88888
54852,89076
54943,89281
54968,89426
55047,89565
55104,89716
55169,89811
55156,89938
55294,90111
55356,90342
55427,90537
55555,90689
55589,90888
55635,91011
55631,91192
55692,91341
55700,91457
55857,91676
55857,91936
56001,92113
56064,92262
56181,92486
56186,92621
56230,92802
56320,92907
56361,93110
56346,93214
56465,93408
56503,93563
56585,93811
56668,93889
56676,94060
56822,94227
56811,94329
56860,94475
56898,94517
56909,94698
56979,94803
57045,94962
57086,95123
57152,95222
57167,95404
57258,95466
57250,95540
57237,95546
57275,95666
57305,95777
57320,95846
57425,95946
57404,95982
57389,96073
57427,96104
57470,96232
57478,96187
57487,96246
57489,96293
57551,96340
57425,96344
57555,96388
57546,96417
57593,96388
57542,96454
57563,96439
57534,96443
57574,96443
57525,96411
57483,96361
57512,96293
57483,96312
57491,96293
57546,96319
57489,96300
57495,96246
57393,96232
57427,96075
57391,96048
57404,96012
57410,95939
57400,95905
57395,95903
57374,95840
57309,95802
57318,95734
57267,95643
57237,95517
57229,95500
57112,95425
57063,95391
57127,95291
57148,95273
57156,95273
57169,95222
57122,95154
57076,95116
57051,95033
57000,94969
56973,94954
56937,94915
57024,94947
56949,94945
57030,94945
56990,94877
57002,94901
56983,94860
56977,94873
56949,94777
56900,94801
56917,94801
56907,94884
56905,94875
56988,94873
57043,94920
57074,94886
57009,94918
57013,94886
57034,94977
56994,94986
56985,94981
57041,95101
57114,95144
57099,95159
57133,95254
57182,95267
57108,95269
57152,95368
57163,95389
57127,95342
57163,95483
57210,95527
57278,95630
57282,95673
57252,95794
57361,95825
57316,95854
57301,95937
57344,95942
57419,96069
57402,96071
57497,96155
57480,96304
57519,96351
57470,96422
57523,96541
57568,96607
57617,96656
57628,96690
57589,96771
57637,96846
57736,96980
57794,97129
57813,97167
57872,97273
57819,97336
57866,97430
57914,97490
57939,97609
58029,97650
58005,97753
58020,97799
58046,97916
58155,98045
58166,98130
58217,98240
58238,98365
58274,98350
58214,98498
58293,98513
58265,98593
58370,98695
58376,98812
58494,98866
58447,98989
58504,99076
58560,99186
58536,99249
58545,99334
58498,99395
58513,99446
58611,99548
58657,99659
58701,99755
58703,99836
58831,99945
58748,100005
58809,100085
58850,100175
58860,100191
58882,100263
58926,100361
58911,100487
59025,100512
59038,100606
59133,100678
59123,100798
59089,100851
59101,100877
59163,100938
59133,101022
59176,101124
59182,101214
59268,101293
59281,101438
59300,101501
59296,101544
59326,101523
59381,101615
59374,101711
59402,101774
59459,101877
59434,101943
59453,102136
59522,102104
59528,102163
59626,102267
59609,102282
59624,102352
59611,102468
59656,102468
59635,102570
59707,102593
59730,102722
59692,102807
59838,102898
59773,102972
59844,103014
59835,103142
59861,103150
59897,103206
59897,103325
59946,103323
59969,103467
60025,103461
60039,103524
60018,103643
60048,103615
60025,103666
60123,103799
60052,103827
60162,103975
60174,104068
60213,104104
60259,104214
60295,104280
60285,104311
60315,104349
60276,104373
60285,104394
60304,104504
60388,104532
60386,104665
60379,104695
60428,104709
60454,104786
60394,104767
60426,104771
60392,104818
60430,104822
60426,104880
60458,104820
60401,104814
60449,104758
60411,104697
60373,104639
60407,104453
60247,104214
60166,103948
60003,103611
59878,103272
59821,102854
59601,102387
59432,101738
59169,101105
59021,100407
58746,99631
58458,98928
58200,98115
57931,97273
57611,96515
57398,95694
57045,94896
56894,94156
56467,93393
56246,92591
55951,91825
55627,91132
55352,90416
55188,89899
54953,89290
54859,88820
54655,88338
54488,87929
54346,87542
54213,87235
54073,86854
53938,86529
53872,86289
53777,85970
53622,85741
53652,85604
53544,85416
53464,85254
53428,85153
53409,85041
53305,84958
53322,84831
53243,84685
53185,84578
53144,84544
53185,84488
53178,84439
53178,84359
53144,84414
53136,84382
53108,84332
53076,84258
53076,84232
53049,84194
53087,84217
53087,84220
53115,84203
53129,84234
53134,84228
53110,84298
53076,84243
53161,84239
53140,84296
53119,84326
53180,84319
53136,84461
53258,84503
53200,84569
53245,84614
53273,84674
53290,84683
53315,84740
53354,84814
53349,84791
53320,84887
53419,84979
53449,85013
53508,85149
53449,85184
53518,85261
53504,85275
53576,85360
53546,85405
53610,85466
53607,85555
53669,85665
53692,85728
53682,85811
53765,85885
53783,85928
53752,86056
53821,86063
53902,86190
53917,86186
53912,86336
53982,86489
54019,86560
54002,86657
54077,86740
54130,86856
54160,86956
54179,86947
54204,87106
54243,87176
54247,87299
54344,87445
54439,87600
54492,87698
54562,87925
54672,88048
54651,88131
54629,88272
54655,88368
54759,88537
54738,88658
54850,88867
54951,89010
54992,89125
55036,89267
55136,89468
55173,89654
55239,89769
55282,89912
55320,90021
55337,90196
55401,90373
55438,90530
55472,90729
55650,90876
55745,91070
55728,91147
55730,91228
55774,91394
55851,91537
55889,91749
55969,91889
55996,91997
56079,92190
56162,92325
56272,92509
56272,92589
56284,92672
56337,92719
56306,92832
56391,92936
56410,93081
56519,93216
56545,93360
56523,93370
56583,93529
56613,93595
56661,93627
56579,93707
56657,93768
56672,93881
56727,93965
56744,94048
56738,94056
56843,94145
56852,94189
56826,94191
56845,94162
56818,94270
56763,94297
56873,94299
56922,94348
56913,94399
56947,94386
56862,94408
56958,94437
56920,94382
56903,94287
56788,94325
56786,94272
56837,94308
56875,94240
56803,94229
56815,94171
56839,94162
56835,94162
56815,94090
56721,93994
56710,93971
56689,93855
56664,93891
56681,93832
56695,93811
56674,93724
56655,93692
56670,93639
56651,93589
56610,93544
56499,93487
56507,93391
56454,93356
56499,93362
56566,93387
56549,93337
56540,93322
56515,93269
56493,93167
56452,93131
56378,93112
56369,93112
56439,93105
56471,93127
56461,93043
56439,93060
56471,93079
56422,93070
56380,93062
56425,93000
56388,93064
56410,93099
56337,93070
56405,93158
56437,93252
56507,93267
56501,93243
56545,93354
56521,93358
56499,93354
56467,93374
56499,93380
56501,93400
56598,93504
56617,93574
56685,93612
56678,93713
56632,93798
56710,93764
56676,93830
56664,93870
56719,94007
56759,94065
56803,94073
56832,94204
56860,94284
56892,94363
56937,94517
56917,94470
56939,94581
56911,94598
56951,94659
57047,94721
57057,94799
57065,95000
57152,95065
57173,95214
57231,95277
57214,95279
57263,95319
57312,95478
57273,95457
57269,95652
57320,95700
57393,95800
57421,95891
57455,96031
57485,96153
57502,96153
57546,96240
57580,96291
57593,96390
57658,96543
57673,96617
57753,96731
57815,96790
57798,96991
57899,97036
57836,97150
57929,97239
57853,97232
57912,97332
57897,97406
58048,97590
58073,97694
58071,97728
58120,97861
58272,97963
58212,98013
58191,98100
58225,98164
58242,98228
58304,98345
58299,98407
58376,98535
58401,98659
58432,98682
58481,98810
58492,98860
58534,98976
58449,99040
58564,99036
58549,99213
58649,99290
58709,99437
58674,99514
58748,99571
58788,99651
58760,99704
58767,99740
58848,99783
58850,99947
58807,99966
58899,100132
58933,100100
58933,100263
58978,100303
59040,100392
59021,100493
59042,100502
59110,100517
59095,100619
59095,100733
59152,100845
59178,100917
59289,101018
59272,101035
59294,101156
59302,101252
59345,101233
59340,101285
59321,101368
59360,101463
59432,101594
59479,101670
59526,101704
59468,101774
59539,101843
59558,101894
59575,101943
59548,102003
59550,102003
59567,102067
59537,102261
59656,102246
59732,102346
59715,102449
59769,102515
59756,102572
59769,102540
59718,102589
59823,102679
59801,102807
59835,102847
59889,103042
59920,103048
59942,103135
59929,103198
59950,103238
59976,103289
60005,103378
60014,103415
59980,103451
60037,103564
60102,103607
60170,103690
60236,103715
60227,103890
60238,103867
60176,103880
60187,103920
60183,103975
60202,104013
60317,104081
60264,104129
60325,104204
60285,104234
60362,104286
60325,104280
60341,104294
60310,104261
60317,104229
60293,104251
60323,104227
60274,104068
60221,103946
60219,103736
60187,103600
60042,103289
59880,102890
59773,102447
59660,101926
59347,101319
59163,100788
58968,100113
58794,99368
58545,98652
58268,97942
57905,97138
57664,96280
57383,95468
57065,94619
56763,93845
56478,93087
56205,92293
55957,91576
55706,90884
55429,90200
55201,89580
54996,88973
54821,88456
54471,87957
54397,87457
54281,87087
54100,86715
54042,86353
53863,86058
53846,85787
53675,85536
53559,85241
53494,85005
53405,84853
53330,84664
53320,84535
53305,84382
53208,84380
53149,84277
53153,84137
53110,84019
53085,83998
53017,83900
52946,83855
53023,83811
53032,83708
53025,83667
52989,83680
52954,83650
53004,83648
52970,83657
52985,83648
52952,83565
52907,83569
52937,83576
52914,83650
52981,83620
52966,83659
52993,83671
53036,83735
53047,83817
53059,83784
53055,83830
53070,83842
53085,83868
53057,83944
53132,83985
53161,84086
53193,84137
